127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/keyTemplates HTTP/1.1 200 12 - - 2.741
127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/revokedjwt HTTP/1.1 200 12 - - 2.743
127.0.0.1 - - [24/Feb/2020:14:45:01 -0500] GET /throttle/data/v1/block HTTP/1.1 200 68 - - 2.746
0:0:0:0:0:0:0:1 - - [24/Feb/2020:14:45:14 -0500] GET /carbon HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.060
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:14:25 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.036
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:14:25 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:23 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:25 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 892 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 2.034
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:25 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.022
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:25 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:25 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:27 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:27 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 892 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.090
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:27 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.020
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:27 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.036
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:27 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.017
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:29 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:29 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a HTTP/1.1 200 2277 https://localhost:9443/publisher/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.052
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:29 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.024
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:29 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/lifecycle-state HTTP/1.1 200 283 https://localhost:9443/publisher/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.071
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:29 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/swagger HTTP/1.1 200 3346 https://localhost:9443/publisher/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/overview Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.113
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:31 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 892 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.058
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:31 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.013
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:31 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:31 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:18:32 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:30 -0500] GET /publisher/apis HTTP/1.1 200 1863 https://localhost:9443/authenticationendpoint/login.do?client_id=9s4I5cIx9bv9VxHogQbG3ij8Pe0a&commonAuthCallerPath=%2Foauth2%2Fauthorize&forceAuth=false&passiveAuth=false&redirect_uri=https%3A%2F%2Flocalhost%3A9443%2Fpublisher%2Fservices%2Fauth%2Fcallback%2Flogin&response_type=code&scope=apim%3Aapi_create+apim%3Aapi_delete+apim%3Aapi_publish+apim%3Aapi_view+apim%3Aclient_certificates_add+apim%3Aclient_certificates_update+apim%3Aclient_certificates_view+apim%3Adocument_create+apim%3Adocument_manage+apim%3Aep_certificates_add+apim%3Aep_certificates_update+apim%3Aep_certificates_view+apim%3Aexternal_services_discover+apim%3Amediation_policy_create+apim%3Amediation_policy_manage+apim%3Amediation_policy_view+apim%3Apub_alert_manage+apim%3Apublisher_settings+apim%3Asubscription_block+apim%3Asubscription_view+apim%3Athreat_protection_policy_create+apim%3Athreat_protection_policy_manage+openid&state=%2Fapis&tenantDomain=carbon.super&sessionDataKey=c2c98d4e-549f-4acc-91df-8f4982d5f549&relyingParty=9s4I5cIx9bv9VxHogQbG3ij8Pe0a&type=oidc&sp=admin_admin_publisher&isSaaSApp=true&authenticators=BasicAuthenticator%3ALOCAL Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.135
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:30 -0500] GET /publisher/site/public/fonts/iconfont/material-icons.css HTTP/1.1 200 970 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:30 -0500] GET /publisher/site/public/locales/es.json HTTP/1.1 404 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:30 -0500] GET /api/am/publisher/v1.0/swagger.yaml HTTP/1.1 200 394752 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.051
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /publisher/site/public/images/_favicon.ico HTTP/1.1 200 1150 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.005
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /publisher/site/public/images/favicon.ico HTTP/1.1 200 162098 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /api/am/publisher/v1.0/settings HTTP/1.1 200 1011 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.323
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /api/am/publisher/v1.0/apis?limit=10&offset=0 HTTP/1.1 200 892 https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.126
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /api/am/publisher/v1.0/apis/cc689bc4-e79b-4af0-b018-3e5e86fb743a/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /api/am/publisher/v1.0/apis/2a3811af-0ada-4c74-ac63-c65d42cf82ca/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.039
0:0:0:0:0:0:0:1 - - [24/Feb/2020:15:27:32 -0500] GET /api/am/publisher/v1.0/apis/bacd087f-16bd-439b-ab64-d3077a078910/thumbnail HTTP/1.1 204 - https://localhost:9443/publisher/apis Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
127.0.0.1 - - [24/Feb/2020:21:03:20 -0500] GET /throttle/data/v1/keyTemplates HTTP/1.1 200 12 - - 2.445
127.0.0.1 - - [24/Feb/2020:21:03:20 -0500] GET /throttle/data/v1/revokedjwt HTTP/1.1 200 12 - - 2.444
127.0.0.1 - - [24/Feb/2020:21:03:20 -0500] GET /throttle/data/v1/block HTTP/1.1 200 68 - - 2.444
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:30 -0500] GET /carbon HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.080
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:30 -0500] GET /carbon/admin/index.jsp HTTP/1.1 302 - - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.023
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:39 -0500] GET /carbon/admin/login.jsp HTTP/1.1 200 3712 - Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 8.931
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:39 -0500] GET /carbon/admin/css/global.css HTTP/1.1 200 5311 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.023
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:39 -0500] GET /carbon/dialog/css/jqueryui/jqueryui-themeroller.css HTTP/1.1 200 4020 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.022
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:39 -0500] GET /carbon/styles/css/main.css HTTP/1.1 200 1240 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.049
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:39 -0500] GET /carbon/admin/css/carbonFormStyles.css HTTP/1.1 200 2050 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery-1.6.3.min.js HTTP/1.1 200 32564 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.097
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/dialog/css/dialog.css HTTP/1.1 200 556 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery.validate.js HTTP/1.1 200 10290 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.062
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery.ui.widget.min.js HTTP/1.1 200 1344 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.011
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery.ui.tabs.min.js HTTP/1.1 200 3594 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.018
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery.cookie.js HTTP/1.1 200 1529 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.037
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/cookies.js HTTP/1.1 200 1136 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.028
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/customControls.js HTTP/1.1 200 1193 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.028
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/dialog/js/dialog.js HTTP/1.1 200 2644 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.008
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 4370 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.296
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/yui/build/animation/animation-min.js HTTP/1.1 200 4768 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.071
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery.form.js HTTP/1.1 200 6750 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.053
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/jquery.ui.core.min.js HTTP/1.1 200 1996 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.095
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/WSRequest.js HTTP/1.1 200 12981 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.022
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/template.js HTTP/1.1 200 3501 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.009
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/yui/build/yahoo-dom-event/yahoo-dom-event.js HTTP/1.1 200 10684 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.169
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] POST /carbon/admin/js/csrfPrevention.js HTTP/1.1 200 52 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.019
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/yui/build/selector/selector-min.js HTTP/1.1 200 2895 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.032
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/yui/build/yahoo/yahoo-min.js HTTP/1.1 200 2523 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.044
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/dialog/js/jqueryui/jquery-ui.min.js HTTP/1.1 200 25705 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.045
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/js/main.js HTTP/1.1 200 15412 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.014
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/images/1px.gif HTTP/1.1 200 43 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.015
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/images/up-arrow.gif HTTP/1.1 200 615 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.045
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/images/user-guide.gif HTTP/1.1 200 2228 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/images/forum.gif HTTP/1.1 200 1977 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/images/issue-tracker.gif HTTP/1.1 200 1821 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/admin/images/mailing-list.gif HTTP/1.1 200 2131 https://localhost:9443/carbon/admin/login.jsp Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/styles/images/api-header-region-bg.png HTTP/1.1 200 255 https://localhost:9443/carbon/styles/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.009
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/styles/images/api-logo.png HTTP/1.1 200 4077 https://localhost:9443/carbon/styles/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.010
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/styles/images/api-server-menu-panel-bg.png HTTP/1.1 200 218 https://localhost:9443/carbon/styles/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.006
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/styles/images/api-header-back.png HTTP/1.1 200 22845 https://localhost:9443/carbon/styles/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.016
0:0:0:0:0:0:0:1 - - [24/Feb/2020:21:11:40 -0500] GET /carbon/styles/images/api-server-menu-header.gif HTTP/1.1 200 176 https://localhost:9443/carbon/styles/css/main.css Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.116 Safari/537.36 0.004
